RegionID,RegionName,State,StateCodeFIPS,Date,HousingPrice
1251,Nassau County,FL,12,2010-07-31,202560.848004701
1214,Monroe County,FL,12,2010-07-31,
1468,Walton County,FL,12,2010-07-31,265049.313838035
1338,Putnam County,FL,12,2010-07-31,88235.60685869023
2212,Columbia County,FL,12,2010-07-31,116971.10910086344
1794,Jackson County,FL,12,2010-07-31,94649.56770047412
1717,Gadsden County,FL,12,2010-07-31,103169.29514919642
2570,Suwannee County,FL,12,2010-07-31,118434.486785873
234,Levy County,FL,12,2010-07-31,113386.02980575863
2990,Okeechobee County,FL,12,2010-07-31,93185.23134592052
1093,Hendry County,FL,12,2010-07-31,76715.21657254726
1659,De Soto County,FL,12,2010-07-31,90461.9778415986
2066,Wakulla County,FL,12,2010-07-31,135623.7717909497
378,Baker County,FL,12,2010-07-31,136643.10774709025
2148,Bradford County,FL,12,2010-07-31,108230.06223595233
1076,Hardee County,FL,12,2010-07-31,84970.33194243132
3050,Washington County,FL,12,2010-07-31,
1419,Taylor County,FL,12,2010-07-31,88887.5965095748
1094,Holmes County,FL,12,2010-07-31,94814.66365321884
1896,Madison County,FL,12,2010-07-31,97313.18490581668
2704,Gilchrist County,FL,12,2010-07-31,114874.68654179576
480,Dixie County,FL,12,2010-07-31,76399.73750615696
762,Union County,FL,12,2010-07-31,107624.90995334914
169,Gulf County,FL,12,2010-07-31,154667.2897426549
2735,Jefferson County,FL,12,2010-07-31,131580.35453062705
2315,Hamilton County,FL,12,2010-07-31,80388.57725520385
1571,Calhoun County,FL,12,2010-07-31,93354.09027653064
2272,Franklin County,FL,12,2010-07-31,197406.74315055297
1042,Glades County,FL,12,2010-07-31,87262.61218881002
2769,Lafayette County,FL,12,2010-07-31,99958.13885317864
1858,Liberty County,FL,12,2010-07-31,
2964,Miami-Dade County,FL,12,2010-08-31,167541.87123697152
1561,Broward County,FL,12,2010-08-31,144348.01257156674
2993,Palm Beach County,FL,12,2010-08-31,171184.17325086377
3165,Hillsborough County,FL,12,2010-08-31,140008.70870813544
1287,Orange County,FL,12,2010-08-31,143445.6241715847
489,Duval County,FL,12,2010-08-31,133663.48056932917
2480,Pinellas County,FL,12,2010-08-31,141313.33749145237
80,Lee County,FL,12,2010-08-31,135071.64730835138
285,Polk County,FL,12,2010-08-31,110383.07090002486
1556,Brevard County,FL,12,2010-08-31,130216.82668702408
669,Pasco County,FL,12,2010-08-31,135031.40430148688
2063,Volusia County,FL,12,2010-08-31,125128.7667876384
2538,Seminole County,FL,12,2010-08-31,153460.90669076497
2528,Sarasota County,FL,12,2010-08-31,173214.8501075167
1916,Manatee County,FL,12,2010-08-31,168149.1594243096
